,Country,White Shark (Y/N),Fatal (Y/N)
5270,AUSTRALIA,Other,N
5271,AUSTRALIA,Other,N
5273,AUSTRALIA,Other,Y
5275,ITALY,Other,N
5278,SAN DOMINGO,Other,Y
5280,AUSTRALIA,Other,N
5285,USA,Other,N
5304,USA,Other,N
5305,USA,Other,Y
5310,USA,White Shark,Y
5311,USA,White Shark,Y
5325,AUSTRALIA,Other,N
5332,JAMAICA,Other,Y
5334,CROATIA,Other,N
5336,CROATIA,Other,N
5340,USA,Other,N
5344,AUSTRALIA,Other,N
5348,USA,Other,N
5352,USA,Other,N
5353,CROATIA,Other,N
5362,AUSTRALIA,Other,N
5368,USA,Other,N
5375,AUSTRALIA,Other,Y
5377,AUSTRALIA,Other,N
5379,SPAIN,White Shark,Y
5389,USA,Other,N
5398,NORTH ATLANTIC OCEAN,Other,N
5399,AUSTRALIA,Other,N
5404,NEW ZEALAND,Other,N
5406,AUSTRALIA,Other,N
5409,PHILIPPINES,Other,N
5412,AUSTRALIA,Other,N
5414,USA,Other,N
5419,SOUTH AFRICA,Other,Y
5430,AUSTRALIA,Other,Y
5434,CROATIA,White Shark,Y
5437,PAPUA NEW GUINEA,Other,Y
5441,AUSTRALIA,Other,Y
5443,CHINA,Other,N
5444,CHINA,Other,Y
5455,USA,Other,N
5458,MALTA,White Shark,Y
5472,USA,Other,N
5474,USA,Other,Y
5475,USA,Other,Y
5478,AUSTRALIA,Other,N
5484,SOUTH AFRICA,Other,Y
5485,SOUTH AFRICA,Other,Y
5498,AUSTRALIA,Other,N
5502,USA,Other,N
5518,USA,Other,N
5524,AUSTRALIA,Other,Y
5544,CYPRUS,Other,Y
5545,SOUTH AFRICA,White Shark,Y
5555,USA,Other,N
5566,AUSTRALIA,Other,N
5570,USA,Other,Y
5571,USA,Other,Y
5576,ITALY,Other,N
5583,USA,Other,N
5598,USA,White Shark,N
5607,MARSHALL ISLANDS,Other,Y
5608,USA,Other,N
5616,AUSTRALIA,Other,N
5632,USA,Other,N
5647,USA,Other,N
5648,AUSTRALIA,Other,N
5653,USA,Other,N
5655,FRANCE,Other,Y
5659,MEXICO,Other,Y
5682,BAHAMAS,Other,Y
5684,AUSTRALIA,Other,N
5698,USA,Other,N
5707,AUSTRALIA,Other,N
5717,USA,Other,N
5724,CROATIA,Other,Y
5732,NEW ZEALAND,Other,N
5737,AUSTRALIA,Other,Y
5743,AUSTRALIA,Other,N
5745,SOUTH AFRICA,Other,N
5749,USA,Other,N
5751,USA,Other,N
5764,AUSTRALIA,Other,N
5772,SOUTH AFRICA,Other,N
5773,AUSTRALIA,Other,Y
5774,FRANCE,Other,Y
5779,AUSTRALIA,Other,Y
5785,GEORGIA,Other,N
5789,PACIFIC OCEAN,Other,Y
5792,USA,Other,Y
5793,NEW ZEALAND,Other,N
5813,ITALY,White Shark,N
5814,AUSTRALIA,Other,Y
5817,USA,Other,N
5823,AUSTRALIA,Other,N
5829,INDIA,Other,Y
5831,SPAIN,Other,N
5836,USA,Other,Y
5837,AUSTRALIA,Other,N
5838,INDONESIA,Other,Y
5843,USA,Other,Y
5853,AUSTRALIA,Other,N
5855,AUSTRALIA,Other,N
5861,AUSTRALIA,Other,N
5870,ENGLAND,Other,N
5877,AUSTRALIA,Other,N
5882,USA,Other,N
5887,CANADA,White Shark,N
5892,AUSTRALIA,Other,N
5910,AUSTRALIA,Other,N
5919,AUSTRALIA,Other,N
5921,ITALY,White Shark,Y
5922,INDIA,Other,Y
5926,NEW ZEALAND,Other,N
5939,FRANCE,Other,N
5940,SCOTLAND,Other,N
5955,AUSTRALIA,Other,Y
5969,SPAIN,Other,Y
5970,SPAIN,Other,Y
5984,NEW ZEALAND,Other,Y
5986,BAHAMAS,Other,Y
6007,USA,White Shark,N
6008,USA,Other,Y
6009,GREECE,Other,N
6011,USA,White Shark,N
6021,SOUTH AFRICA,White Shark,Y
6022,NEW ZEALAND,Other,Y
6026,USA,Other,N
6068,USA,Other,Y
6072,CUBA,Other,Y
6084,FRENCH POLYNESIA,Other,Y
6118,ENGLAND,Other,N
6139,ENGLAND,Other,Y
6145,GREENLAND,White Shark,Y
6149,MEDITERRANEAN SEA,Other,N
6159,ITALY,White Shark,Y
6162,FRANCE,White Shark,N
6172,FRANCE,White Shark,N
6191,USA,Other,N
6194,USA,Other,Y
6200,USA,Other,N
6209,VENEZUELA,Other,Y
6212,MOZAMBIQUE,Other,N
6214,AUSTRALIA,Other,N
6215,BAHREIN,Other,Y
6216,BAHAMAS,Other,N
6222,SUDAN,Other,N
6224,VANUATU,Other,N
6225,IRAN,Other,N
6226,USA,Other,N
6227,PAPUA NEW GUINEA,Other,Y
6230,USA,Other,N
6235,AUSTRALIA,Other,N
6238,FIJI,Other,N
6239,MOZAMBIQUE,Other,N
6240,SEYCHELLES,Other,Y
6242,IRAQ,Other,N
6243,IRAQ,Other,N
6244,BAHAMAS,White Shark,N
6245,USA,White Shark,N
6250,BAHAMAS,Other,N
6253,NICARAGUA,Other,Y
6265,IRAQ,Other,Y
6266,SAUDI ARABIA,Other,Y
6267,SAUDI ARABIA,Other,N
6274,ITALY,White Shark,N
6276,BELIZE,Other,Y
6293,AUSTRALIA,Other,Y
6294,AUSTRALIA,Other,Y
6295,AUSTRALIA,Other,Y
6296,AUSTRALIA,Other,Y
